第 6 次循环
Episode 0 : -383587.67
Episode 1 : -361739.53
Episode 2 : -270975.70
Episode 3 : -226579.58
Episode 4 : -200258.92
Episode 5 : -202563.50
Episode 6 : -182851.19
Episode 7 : -191198.86
Episode 8 : -192181.40
Episode 9 : -171818.12
Episode 10 : -177348.82
Episode 11 : -184067.15
Episode 12 : -177801.31
Episode 13 : -154623.12
Episode 14 : -168929.62
Episode 15 : -156199.68
Episode 16 : -146073.76
Episode 17 : -159168.04
Episode 18 : -29521.19
Episode 19 : -156132.86
Episode 20 : -138342.13
Episode 21 : -146628.22
Episode 22 : -139179.40
Episode 23 : -143985.72
Episode 24 : -121946.35
Episode 25 : -130196.73
Episode 26 : -115907.29
Episode 27 : -122939.44
Episode 28 : -110107.03
Episode 29 : -70789.29
Episode 30 : -126326.00
Episode 31 : -128576.68
Episode 32 : -105325.42
Episode 33 : -106047.74
Episode 34 : -111727.04
Episode 35 : -114741.12
Episode 36 : -104824.32
Episode 37 : -104646.55
Episode 38 : -121094.06
Episode 39 : -69817.20
Episode 40 : -103394.58
Episode 41 : -99075.22
Episode 42 : -28594.01
Episode 43 : -94702.10
Episode 44 : -104053.06
Episode 45 : -87154.35
Episode 46 : -89414.83
Episode 47 : -114054.86
Episode 48 : -95332.70
Episode 49 : -99423.63
Episode 50 : -31380.41
Episode 51 : -79363.70
Episode 52 : -83723.52
Episode 53 : -85022.06
Episode 54 : -93597.59
Episode 55 : -99405.71
Episode 56 : -90354.39
Episode 57 : -89815.57
Episode 58 : -74112.37
Episode 59 : -78185.21
Episode 60 : -96439.26
Episode 61 : -81976.40
Episode 62 : -76649.28
Episode 63 : -72360.06
Episode 64 : -88042.00
Episode 65 : -68112.46
Episode 66 : -68871.64
Episode 67 : -71952.43
Episode 68 : -71444.69
Episode 69 : -58145.07
Episode 70 : -59329.51
Episode 71 : -64222.07
Episode 72 : -61391.24
Episode 73 : -8687.47
Episode 74 : -67803.52
Episode 75 : -58118.44
Episode 76 : -61184.41
Episode 77 : -56465.47
Episode 78 : -53799.96
Episode 79 : -55146.41
Episode 80 : -52356.19
Episode 81 : -51616.16
Episode 82 : -52417.68
Episode 83 : -53644.26
Episode 84 : -50545.24
Episode 85 : -65932.37
Episode 86 : -51882.68
Episode 87 : -45948.46
Episode 88 : -28106.86
Episode 89 : -48387.28
Episode 90 : -52107.89
Episode 91 : -55910.05
Episode 92 : -84593.97
Episode 93 : -54414.86
Episode 94 : -46754.07
Episode 95 : -51725.16
Episode 96 : -54620.55
Episode 97 : -50384.69
Episode 98 : -54483.04
Episode 99 : -54722.14
Episode 100 : -43055.18
Episode 101 : -46637.56
Episode 102 : -44180.82
Episode 103 : -49091.04
Episode 104 : -49183.30
Episode 105 : -51309.64
Episode 106 : -51028.91
Episode 107 : -46799.25
Episode 108 : -43193.75
Episode 109 : -67430.63
Episode 110 : -52672.08
Episode 111 : -44459.33
Episode 112 : -40327.05
Episode 113 : -47586.79
Episode 114 : -38671.35
Episode 115 : -42930.63
Episode 116 : -41026.96
Episode 117 : -54005.95
Episode 118 : -37898.67
Episode 119 : -41167.13
Episode 120 : -36275.40
Episode 121 : -37310.51
Episode 122 : -44504.90
Episode 123 : -49311.31
Episode 124 : -38503.35
Episode 125 : -56884.81
Episode 126 : -35879.38
Episode 127 : -38107.46
Episode 128 : -38709.56
Episode 129 : -40990.89
Episode 130 : -38738.64
Episode 131 : -41088.85
Episode 132 : -38753.11
Episode 133 : -29091.20
Episode 134 : -40206.04
Episode 135 : -37808.08
Episode 136 : -18469.79
Episode 137 : -33381.58
Episode 138 : -37119.36
Episode 139 : -49523.56
Episode 140 : -41145.64
Episode 141 : -34412.60
Episode 142 : -38563.48
Episode 143 : -31702.73
Episode 144 : -38457.70
Episode 145 : -35869.65
Episode 146 : -61695.99
Episode 147 : -40465.07
Episode 148 : -28878.18
Episode 149 : -34943.20
Episode 150 : -39853.80
Episode 151 : -35485.72
Episode 152 : -31039.51
Episode 153 : -40988.74
Episode 154 : -38552.34
Episode 155 : -28759.45
Episode 156 : -30799.13
Episode 157 : -30493.02
Episode 158 : -31365.72
Episode 159 : -31881.62
Episode 160 : -41807.81
Episode 161 : -33243.81
Episode 162 : -47818.26
Episode 163 : -37559.83
Episode 164 : -34025.68
Episode 165 : -40809.63
Episode 166 : -56889.52
Episode 167 : -38770.29
Episode 168 : -54380.91
Episode 169 : -52870.33
Episode 170 : -28880.52
Episode 171 : -37771.40
Episode 172 : -33544.17
Episode 173 : -28628.76
Episode 174 : -34598.91
Episode 175 : -53470.05
Episode 176 : -32115.79
Episode 177 : -37189.95
Episode 178 : -35646.43
Episode 179 : -37424.99
Episode 180 : -37598.73
Episode 181 : -28985.79
Episode 182 : -31636.31
Episode 183 : -45588.95
Episode 184 : -30268.92
Episode 185 : -30439.66
Episode 186 : -25102.18
Episode 187 : -24138.65
Episode 188 : -37784.62
Episode 189 : -34025.92
Episode 190 : -27653.82
Episode 191 : -30970.22
Episode 192 : -30865.27
Episode 193 : -27396.09
Episode 194 : -38230.41
Episode 195 : -28994.23
Episode 196 : -62506.50
Episode 197 : -33338.16
Episode 198 : -55137.49
Episode 199 : -41061.38

第一阶段时间为：0.0006317999996099388
200回合，每个回合1000步的情况下
第二阶段时间为：855.3960245999997
总时间为：855.3966563999993

训练集各项指标：
