第 1 次循环
Episode 0 : -439403.60
Episode 1 : -371021.83
Episode 2 : -293636.63
Episode 3 : -76789.12
Episode 4 : -67790.98
Episode 5 : -65396.90
Episode 6 : -58151.93
Episode 7 : -58699.85
Episode 8 : -55042.58
Episode 9 : -72682.75
Episode 10 : -54521.26
Episode 11 : -48757.07
Episode 12 : -51767.33
Episode 13 : -52395.17
Episode 14 : -49244.08
Episode 15 : -54956.62
Episode 16 : -30153.79
Episode 17 : -47716.10
Episode 18 : -44623.29
Episode 19 : -43035.45
Episode 20 : -38736.21
Episode 21 : -61443.93
Episode 22 : -43196.86
Episode 23 : -44641.41
Episode 24 : -41933.93
Episode 25 : -41733.87
Episode 26 : -39415.66
Episode 27 : -34714.79
Episode 28 : -41301.71
Episode 29 : -38262.41
Episode 30 : -39459.15
Episode 31 : -37294.86
Episode 32 : -37479.22
Episode 33 : -34537.78
Episode 34 : -47682.71
Episode 35 : -35086.57
Episode 36 : -38774.68
Episode 37 : -34524.00
Episode 38 : -35176.95
Episode 39 : -34622.16
Episode 40 : -52667.04
Episode 41 : -55136.82
Episode 42 : -36807.60
Episode 43 : -54969.62
Episode 44 : -35600.35
Episode 45 : -38223.00
Episode 46 : -37218.99
Episode 47 : -35921.93
Episode 48 : -32269.44
Episode 49 : -30489.14
Episode 50 : -30037.50
Episode 51 : -31895.49
Episode 52 : -31247.13
Episode 53 : -3320.30
Episode 54 : -28528.03
Episode 55 : -28721.73
Episode 56 : -30410.78
Episode 57 : -24041.49
Episode 58 : -34951.73
Episode 59 : -35183.12
Episode 60 : -29174.98
Episode 61 : -30711.34
Episode 62 : -33163.49
Episode 63 : -7547.25
Episode 64 : -49530.39
Episode 65 : -30880.89
Episode 66 : -31472.48
Episode 67 : -25010.78
Episode 68 : -32385.06
Episode 69 : -4725.47
Episode 70 : -30562.86
Episode 71 : -43559.35
Episode 72 : -34135.97
Episode 73 : -41902.60
Episode 74 : -37391.25
Episode 75 : -14052.01
Episode 76 : -29648.12
Episode 77 : -31401.98
Episode 78 : -55141.32
Episode 79 : -27082.87
Episode 80 : -33294.15
Episode 81 : -21831.34
Episode 82 : -5297.72
Episode 83 : -28847.46
Episode 84 : -26842.44
Episode 85 : -30308.38
Episode 86 : -15954.78
Episode 87 : -29756.15
Episode 88 : -25993.67
Episode 89 : -29443.59
Episode 90 : -26015.93
Episode 91 : -29829.74
Episode 92 : -21340.13
Episode 93 : -26664.75
Episode 94 : -28435.23
Episode 95 : -26518.89
Episode 96 : -26852.09
Episode 97 : -24026.45
Episode 98 : -27291.66
Episode 99 : -28167.71
Episode 100 : -26306.67
Episode 101 : -29029.23
Episode 102 : -24788.22
Episode 103 : -26685.37
Episode 104 : -26180.29
Episode 105 : -26754.95
