第 9 次循环
Episode 0 : -497217.92
Episode 1 : -481115.88
Episode 2 : -909146.44
Episode 3 : -95015.05
Episode 4 : -75078.00
Episode 5 : -78063.81
Episode 6 : -60633.09
Episode 7 : -58060.08
Episode 8 : -54784.73
Episode 9 : -52078.41
Episode 10 : -51412.80
Episode 11 : -49028.36
Episode 12 : -53130.56
Episode 13 : -65627.10
Episode 14 : -49922.67
Episode 15 : -23905.41
Episode 16 : -51448.89
Episode 17 : -47262.07
Episode 18 : -48259.77
Episode 19 : -41931.82
Episode 20 : -44974.02
Episode 21 : -42220.55
Episode 22 : -53386.53
Episode 23 : -61198.75
Episode 24 : -11657.41
Episode 25 : -44167.70
Episode 26 : -47505.77
Episode 27 : -41579.92
Episode 28 : -40963.41
Episode 29 : -39145.62
Episode 30 : -41481.07
Episode 31 : -57681.55
Episode 32 : -35590.65
Episode 33 : -33375.67
Episode 34 : -34508.63
Episode 35 : -12658.43
Episode 36 : -35808.73
Episode 37 : -34907.41
Episode 38 : -35015.87
Episode 39 : -36171.71
Episode 40 : -36247.90
Episode 41 : -36655.14
Episode 42 : -32745.78
Episode 43 : -36137.89
Episode 44 : -21833.39
Episode 45 : -29411.50
Episode 46 : -34732.42
Episode 47 : -35700.30
Episode 48 : -33631.76
Episode 49 : -31395.29
Episode 50 : -44624.95
Episode 51 : -37269.52
Episode 52 : -35543.60
Episode 53 : -31320.23
Episode 54 : -29302.61
Episode 55 : -33407.23
Episode 56 : -34146.08
Episode 57 : -34523.15
Episode 58 : -29719.81
Episode 59 : -33270.12
Episode 60 : -31639.19
Episode 61 : -30423.90
Episode 62 : -33818.41
Episode 63 : -30995.42
Episode 64 : -25747.35
Episode 65 : -33688.50
Episode 66 : -34204.26
Episode 67 : -27022.48
Episode 68 : -46137.35
Episode 69 : -32085.17
Episode 70 : -32940.21
Episode 71 : -30422.65
Episode 72 : -34972.37
Episode 73 : -32907.78
Episode 74 : -43520.92
Episode 75 : -31816.81
Episode 76 : -30786.70
Episode 77 : -27820.45
Episode 78 : -44630.12
Episode 79 : -8616.26
Episode 80 : -34171.93
Episode 81 : -30111.59
Episode 82 : -28050.01
Episode 83 : -53539.64
Episode 84 : -33692.54
Episode 85 : -29934.17
Episode 86 : -30270.16
Episode 87 : -49536.88
Episode 88 : -30213.86
Episode 89 : -28869.40
Episode 90 : -29690.87
Episode 91 : -26738.97
Episode 92 : -25498.02
Episode 93 : -8178.88
Episode 94 : -30904.58
Episode 95 : -34683.48
Episode 96 : -38784.08
Episode 97 : -29245.09
Episode 98 : -27857.07
Episode 99 : -12834.40
Episode 100 : -27792.89
Episode 101 : -29651.99
Episode 102 : -36310.56
Episode 103 : -30967.95
Episode 104 : -27901.04
Episode 105 : -25518.65
Episode 106 : -29471.04
Episode 107 : -25627.98
Episode 108 : -29565.41
Episode 109 : -31380.39
Episode 110 : -30836.48
Episode 111 : -27391.72
Episode 112 : -30886.76
Episode 113 : -52570.09
Episode 114 : -33718.76
Episode 115 : -30054.45
Episode 116 : -30814.40
Episode 117 : -28516.00
Episode 118 : -27479.85
Episode 119 : -28119.18
Episode 120 : -27224.83
Episode 121 : -27860.62
Episode 122 : -32024.43
Episode 123 : -29241.19
Episode 124 : -29323.73
Episode 125 : -26474.91
Episode 126 : -29448.78
Episode 127 : -42696.62
Episode 128 : -27704.85
Episode 129 : -45017.59
Episode 130 : -27744.80
Episode 131 : -28991.80
Episode 132 : -26377.42
Episode 133 : -27013.48
Episode 134 : -28432.46
Episode 135 : -23602.06
Episode 136 : -26486.73
Episode 137 : -26414.82
Episode 138 : -21740.01
Episode 139 : -27665.32
Episode 140 : -26319.49
Episode 141 : -25335.93
Episode 142 : -25931.79
Episode 143 : -25840.15
Episode 144 : -30603.96
Episode 145 : -23161.12
Episode 146 : -28218.35
Episode 147 : -48474.18
Episode 148 : -31174.21
Episode 149 : -26443.52
Episode 150 : -25238.08
Episode 151 : -25554.75
Episode 152 : -50820.77
Episode 153 : -26185.86
Episode 154 : -26631.22
Episode 155 : -24411.66
Episode 156 : -29252.12
Episode 157 : -31504.79
Episode 158 : -45561.76
Episode 159 : -17140.29
Episode 160 : -28822.58
Episode 161 : -28866.51
Episode 162 : -26458.78
Episode 163 : -29271.65
Episode 164 : -26295.27
Episode 165 : -30676.16
Episode 166 : -26514.34
Episode 167 : -23746.42
Episode 168 : -26712.18
Episode 169 : -29969.16
Episode 170 : -27561.60
Episode 171 : -10985.91
Episode 172 : -26606.22
Episode 173 : -25273.54
Episode 174 : -25381.14
Episode 175 : -22875.31
Episode 176 : -55660.06
Episode 177 : -26003.21
Episode 178 : -25400.73
Episode 179 : -29015.73
Episode 180 : -24899.17
Episode 181 : -41246.51
Episode 182 : -17688.37
Episode 183 : -28329.38
Episode 184 : -27952.11
Episode 185 : -26913.90
Episode 186 : -11582.63
Episode 187 : -24725.72
Episode 188 : -28510.89
Episode 189 : -23074.64
Episode 190 : -25682.24
Episode 191 : -28789.89
Episode 192 : -23200.11
Episode 193 : -25067.96
Episode 194 : -25909.89
Episode 195 : -25030.24
Episode 196 : -23988.37
Episode 197 : -24385.05
Episode 198 : -26327.55
Episode 199 : -26359.43

第一阶段时间为：0.0004833999992115423
200回合，每个回合1000步的情况下
第二阶段时间为：1342.4351023
总时间为：1342.4355856999991

训练集各项指标：
评价指标MAE的值为：43.362884054970074
评价指标RMSE的值为：159.36468482964673
评价指标CV的值为：0.3940448110932623
评价指标R^2的值：1.232767826428957
====================================================================
测试集各项指标：
评价指标MAE的值为：25.575390623332368
评价指标RMSE的值为：42.94906305920205
评价指标CV的值为：0.1164509627195029
评价指标R^2的值：1.0484590770773194
