第 4 次循环
Episode 0 : -348027.68
Episode 1 : -331360.64
Episode 2 : -256968.54
Episode 3 : -236667.46
Episode 4 : -206217.31
Episode 5 : -204949.95
Episode 6 : -198402.70
Episode 7 : -195196.09
Episode 8 : -206678.93
Episode 9 : -175397.59
Episode 10 : -175245.61
Episode 11 : -180940.39
Episode 12 : -184423.79
Episode 13 : -175527.23
Episode 14 : -156259.28
Episode 15 : -155473.81
Episode 16 : -148483.89
Episode 17 : -154541.34
Episode 18 : -156785.52
Episode 19 : -151082.97
Episode 20 : -61789.33
Episode 21 : -130790.21
Episode 22 : -131871.73
Episode 23 : -130339.04
Episode 24 : -139583.88
Episode 25 : -118789.25
Episode 26 : -105189.33
Episode 27 : -118369.95
Episode 28 : -126286.14
Episode 29 : -120409.21
Episode 30 : -117651.78
Episode 31 : -111105.49
Episode 32 : -111141.59
Episode 33 : -108799.70
Episode 34 : -109285.08
Episode 35 : -103898.05
Episode 36 : -101154.78
Episode 37 : -99711.39
Episode 38 : -93843.68
Episode 39 : -95685.22
Episode 40 : -94917.84
Episode 41 : -93481.70
Episode 42 : -102643.84
Episode 43 : -88785.55
Episode 44 : -79866.24
Episode 45 : -97684.33
Episode 46 : -91865.11
Episode 47 : -82033.98
Episode 48 : -79481.09
Episode 49 : -76252.56
Episode 50 : -83877.15
Episode 51 : -83364.00
Episode 52 : -72824.73
Episode 53 : -80885.07
Episode 54 : -78387.44
Episode 55 : -73820.12
Episode 56 : -66889.89
Episode 57 : -102378.42
Episode 58 : -79443.23
Episode 59 : -64667.11
Episode 60 : -73614.09
Episode 61 : -68656.91
Episode 62 : -69303.10
Episode 63 : -59938.50
Episode 64 : -65784.65
Episode 65 : -71455.60
Episode 66 : -61054.74
Episode 67 : -59225.28
Episode 68 : -63377.85
Episode 69 : -63434.49
Episode 70 : -59010.44
Episode 71 : -17041.44
Episode 72 : -47528.25
Episode 73 : -57818.17
Episode 74 : -29141.26
Episode 75 : -47224.78
Episode 76 : -59365.41
Episode 77 : -56217.80
Episode 78 : -54713.71
Episode 79 : -17036.09
Episode 80 : -2552.12
Episode 81 : -55798.03
Episode 82 : -58640.50
Episode 83 : -52100.10
Episode 84 : -66374.15
Episode 85 : -52867.98
Episode 86 : -48981.84
Episode 87 : -57715.24
Episode 88 : -53598.58
Episode 89 : -54474.10
Episode 90 : -49168.74
Episode 91 : -54185.29
Episode 92 : -58656.86
Episode 93 : -47448.89
Episode 94 : -43180.18
Episode 95 : -45067.37
Episode 96 : -48302.28
Episode 97 : -50485.90
Episode 98 : -49839.62
Episode 99 : -47565.77
Episode 100 : -47906.19
Episode 101 : -45756.94
Episode 102 : -63086.91
Episode 103 : -51506.79
Episode 104 : -45357.64
Episode 105 : -49183.22
Episode 106 : -38229.86
Episode 107 : -44790.23
Episode 108 : -52500.94
Episode 109 : -55760.70
Episode 110 : -44694.71
Episode 111 : -47091.24
Episode 112 : -50437.65
Episode 113 : -46947.45
Episode 114 : -47467.80
Episode 115 : -43992.51
Episode 116 : -42386.55
Episode 117 : -41343.70
Episode 118 : -45407.97
Episode 119 : -52418.76
Episode 120 : -36697.98
Episode 121 : -40287.73
Episode 122 : -41133.99
Episode 123 : -47550.67
Episode 124 : -34978.58
Episode 125 : -37858.86
Episode 126 : -42089.25
Episode 127 : -41870.21
Episode 128 : -42529.91
Episode 129 : -47370.93
Episode 130 : -48219.39
Episode 131 : -44938.80
Episode 132 : -58993.87
Episode 133 : -39612.14
Episode 134 : -55501.96
Episode 135 : -51585.92
Episode 136 : -38331.89
Episode 137 : -37805.47
Episode 138 : -39320.15
Episode 139 : -37669.85
Episode 140 : -20361.78
Episode 141 : -34893.40
Episode 142 : -34447.14
Episode 143 : -36056.82
Episode 144 : -37039.90
Episode 145 : -31638.03
Episode 146 : -26807.92
Episode 147 : -40407.97
Episode 148 : -32852.62
Episode 149 : -37638.20
Episode 150 : -37349.56
Episode 151 : -41601.32
Episode 152 : -41180.44
Episode 153 : -35315.54
Episode 154 : -40846.69
Episode 155 : -33563.62
Episode 156 : -35357.49
Episode 157 : -34387.82
Episode 158 : -35728.98
Episode 159 : -29149.85
Episode 160 : -34912.03
Episode 161 : -6796.28
Episode 162 : -26338.25
Episode 163 : -35635.57
Episode 164 : -54979.92
Episode 165 : -30159.85
Episode 166 : -28599.44
Episode 167 : -26403.51
Episode 168 : -34759.91
Episode 169 : -33064.96
Episode 170 : -32649.92
Episode 171 : -41156.09
Episode 172 : -37720.24
Episode 173 : -36230.88
Episode 174 : -35802.43
Episode 175 : -35206.85
Episode 176 : -54627.12
Episode 177 : -36072.43
Episode 178 : -29702.69
Episode 179 : -29204.92
Episode 180 : -36634.42
Episode 181 : -33273.37
Episode 182 : -35348.96
Episode 183 : -34658.42
Episode 184 : -31540.94
Episode 185 : -35993.10
Episode 186 : -26725.36
Episode 187 : -19032.90
Episode 188 : -29796.58
Episode 189 : -48673.62
Episode 190 : -37961.05
Episode 191 : -33022.58
Episode 192 : -31462.91
Episode 193 : -25980.07
Episode 194 : -3585.32
Episode 195 : -48963.36
Episode 196 : -49628.49
Episode 197 : -32351.78
Episode 198 : -33683.36
Episode 199 : -38475.69

第一阶段时间为：0.0029192000001785345
200回合，每个回合1000步的情况下
第二阶段时间为：836.3102018
总时间为：836.3131210000001

训练集各项指标：
评价指标MAE的值为：72.07152681791085
