第 8 次循环
Episode 0 : -322128.14
Episode 1 : -313615.39
Episode 2 : -271472.77
Episode 3 : -215168.19
Episode 4 : -217975.10
Episode 5 : -204303.26
Episode 6 : -215344.31
Episode 7 : -194024.37
Episode 8 : -193071.41
Episode 9 : -169159.26
Episode 10 : -179447.45
Episode 11 : -166519.83
Episode 12 : -158207.88
Episode 13 : -187842.99
Episode 14 : -170938.50
Episode 15 : -152420.64
Episode 16 : -161572.30
Episode 17 : -156732.03
Episode 18 : -145945.65
Episode 19 : -142459.71
Episode 20 : -150778.39
Episode 21 : -142388.53
Episode 22 : -136975.66
Episode 23 : -127030.09
Episode 24 : -133395.81
Episode 25 : -119358.67
Episode 26 : -130214.80
Episode 27 : -116306.76
Episode 28 : -126480.53
Episode 29 : -87429.41
Episode 30 : -115841.72
Episode 31 : -111223.71
Episode 32 : -110172.65
Episode 33 : -104411.04
Episode 34 : -119970.06
Episode 35 : -106939.50
Episode 36 : -108478.59
Episode 37 : -111015.93
Episode 38 : -103120.81
Episode 39 : -107499.77
Episode 40 : -100485.56
Episode 41 : -100202.82
Episode 42 : -85508.10
Episode 43 : -36973.77
Episode 44 : -90369.21
Episode 45 : -94465.39
Episode 46 : -93699.06
Episode 47 : -88808.74
Episode 48 : -97706.09
Episode 49 : -103704.70
Episode 50 : -92895.43
Episode 51 : -89435.67
Episode 52 : -81262.35
Episode 53 : -82109.53
Episode 54 : -92021.58
Episode 55 : -88065.21
Episode 56 : -79469.08
Episode 57 : -69219.69
Episode 58 : -80897.49
Episode 59 : -79073.28
Episode 60 : -74030.98
Episode 61 : -70539.72
Episode 62 : -79543.65
Episode 63 : -69466.03
Episode 64 : -62841.12
Episode 65 : -76279.94
Episode 66 : -72796.42
Episode 67 : -68866.86
Episode 68 : -64056.01
Episode 69 : -23375.64
Episode 70 : -61695.07
Episode 71 : -75596.08
Episode 72 : -68452.46
Episode 73 : -61990.89
Episode 74 : -72899.84
Episode 75 : -56959.64
Episode 76 : -63704.97
Episode 77 : -60484.84
Episode 78 : -67570.29
Episode 79 : -62874.68
Episode 80 : -58675.23
Episode 81 : -48140.03
Episode 82 : -52176.87
Episode 83 : -57390.75
Episode 84 : -59614.70
Episode 85 : -59659.38
Episode 86 : -53565.81
Episode 87 : -46026.72
Episode 88 : -46177.92
Episode 89 : -47882.43
Episode 90 : -51215.62
Episode 91 : -49897.59
Episode 92 : -50115.56
Episode 93 : -50799.35
Episode 94 : -46715.96
Episode 95 : -44667.48
Episode 96 : -46346.96
Episode 97 : -41583.60
Episode 98 : -55203.65
Episode 99 : -45398.07
Episode 100 : -45738.59
Episode 101 : -40526.93
Episode 102 : -60650.99
Episode 103 : -42688.23
Episode 104 : -49407.92
Episode 105 : -48787.99
Episode 106 : -40410.94
Episode 107 : -42135.05
Episode 108 : -42574.42
Episode 109 : -48188.54
Episode 110 : -26521.55
Episode 111 : -50332.22
Episode 112 : -41244.70
Episode 113 : -58418.25
Episode 114 : -38801.36
Episode 115 : -58041.89
Episode 116 : -41287.37
Episode 117 : -41600.94
Episode 118 : -41577.05
Episode 119 : -44016.29
Episode 120 : -42124.71
Episode 121 : -40624.96
Episode 122 : -44048.30
Episode 123 : -49296.70
Episode 124 : -40278.67
Episode 125 : -37078.79
Episode 126 : -37196.53
Episode 127 : -31184.04
Episode 128 : -37226.83
Episode 129 : -8086.69
Episode 130 : -34880.87
Episode 131 : -28075.80
Episode 132 : -32994.73
Episode 133 : -40336.69
Episode 134 : -41714.28
Episode 135 : -36112.17
Episode 136 : -38923.07
Episode 137 : -37838.72
Episode 138 : -15482.94
Episode 139 : -62847.65
Episode 140 : -40112.37
Episode 141 : -39023.47
Episode 142 : -50353.86
Episode 143 : -34459.40
Episode 144 : -37471.26
Episode 145 : -32622.11
Episode 146 : -33583.25
Episode 147 : -2020.12
Episode 148 : -28964.53
Episode 149 : -59806.00
Episode 150 : -32434.39
Episode 151 : -39922.65
Episode 152 : -59306.66
Episode 153 : -34380.44
Episode 154 : -23117.02
Episode 155 : -38685.07
Episode 156 : -38576.46
Episode 157 : -31903.28
Episode 158 : -38506.63
Episode 159 : -37308.04
Episode 160 : -34678.05
Episode 161 : -30476.00
Episode 162 : -48421.81
Episode 163 : -28024.90
Episode 164 : -33828.39
Episode 165 : -44694.13
Episode 166 : -39261.43
Episode 167 : -36616.50
Episode 168 : -28658.31
Episode 169 : -37966.47
Episode 170 : -35584.23
Episode 171 : -35212.85
Episode 172 : -33830.73
Episode 173 : -59903.55
Episode 174 : -9296.40
Episode 175 : -58124.19
Episode 176 : -29624.81
Episode 177 : -41105.80
Episode 178 : -7934.52
Episode 179 : -35008.45
Episode 180 : -34654.89
Episode 181 : -37056.90
Episode 182 : -35639.04
Episode 183 : -37693.26
Episode 184 : -34246.00
Episode 185 : -30061.70
Episode 186 : -33951.05
Episode 187 : -29825.66
Episode 188 : -30430.09
Episode 189 : -30137.20
Episode 190 : -35182.97
Episode 191 : -31148.83
Episode 192 : -31877.87
Episode 193 : -25231.81
Episode 194 : -1153.04
Episode 195 : -36903.87
Episode 196 : -29646.18
Episode 197 : -32013.32
Episode 198 : -34479.25
Episode 199 : -40924.96

第一阶段时间为：0.0005528000001504552
200回合，每个回合1000步的情况下
第二阶段时间为：794.9581258999997
总时间为：794.9586786999998

训练集各项指标：
评价指标MAE的值为：73.27596853144881
评价指标RMSE的值为：156.32151461760319
评价指标CV的值为：0.38508181941239933
评价指标R^2的值：1.0389948563053797
====================================================================
测试集各项指标：
评价指标MAE的值为：34.39426912568305
评价指标RMSE的值为：52.361286356888606
评价指标CV的值为：0.14197101801932852
评价指标R^2的值：1.0642516113203444
