第 1 次循环
Episode 0 : -386018.57
Episode 1 : -369713.26
Episode 2 : -259727.99
Episode 3 : -248737.09
Episode 4 : -219564.05
Episode 5 : -201279.74
Episode 6 : -216362.46
Episode 7 : -202924.39
Episode 8 : -171321.70
Episode 9 : -193891.60
Episode 10 : -180185.35
Episode 11 : -176690.26
Episode 12 : -175927.79
Episode 13 : -161524.37
Episode 14 : -153699.70
Episode 15 : -32338.27
Episode 16 : -156464.80
Episode 17 : -154096.20
Episode 18 : -172046.79
Episode 19 : -151692.60
Episode 20 : -137187.58
Episode 21 : -148717.02
Episode 22 : -143276.09
Episode 23 : -132835.06
Episode 24 : -148273.42
Episode 25 : -137904.84
Episode 26 : -136927.27
Episode 27 : -132449.12
Episode 28 : -139183.46
Episode 29 : -121368.13
Episode 30 : -123342.44
Episode 31 : -114412.55
Episode 32 : -110996.93
Episode 33 : -116336.52
Episode 34 : -107629.90
Episode 35 : -106961.12
Episode 36 : -112373.66
Episode 37 : -99624.68
Episode 38 : -105166.02
Episode 39 : -108841.31
Episode 40 : -100858.72
Episode 41 : -97684.21
Episode 42 : -93275.76
Episode 43 : -78930.88
Episode 44 : -86351.38
Episode 45 : -114442.49
Episode 46 : -101707.40
Episode 47 : -100560.64
Episode 48 : -89685.72
Episode 49 : -84494.51
Episode 50 : -90153.54
Episode 51 : -86200.10
Episode 52 : -70672.79
Episode 53 : -77421.12
Episode 54 : -85870.21
Episode 55 : -92663.39
Episode 56 : -91993.05
Episode 57 : -69475.21
Episode 58 : -68980.94
Episode 59 : -78042.53
Episode 60 : -83983.26
Episode 61 : -63608.26
Episode 62 : -58957.80
Episode 63 : -79021.19
Episode 64 : -72740.61
Episode 65 : -68973.10
Episode 66 : -77815.47
Episode 67 : -70248.05
Episode 68 : -76612.15
Episode 69 : -71346.29
Episode 70 : -82719.52
Episode 71 : -69299.67
Episode 72 : -68288.88
Episode 73 : -69320.30
Episode 74 : -54132.35
Episode 75 : -51958.69
Episode 76 : -66064.88
Episode 77 : -83970.01
Episode 78 : -62622.33
Episode 79 : -53642.30
Episode 80 : -51692.01
Episode 81 : -7271.46
Episode 82 : -49880.16
Episode 83 : -52969.19
Episode 84 : -57986.02
Episode 85 : -48012.88
Episode 86 : -50468.64
Episode 87 : -51693.09
Episode 88 : -48972.15
Episode 89 : -59732.80
Episode 90 : -50654.32
Episode 91 : -43397.98
Episode 92 : -49106.26
Episode 93 : -47519.97
Episode 94 : -47386.07
Episode 95 : -53384.72
Episode 96 : -58553.20
Episode 97 : -59376.26
Episode 98 : -41782.99
Episode 99 : -58492.92
Episode 100 : -62063.10
Episode 101 : -42677.51
Episode 102 : -45014.63
Episode 103 : -39935.29
Episode 104 : -52538.94
Episode 105 : -45372.29
Episode 106 : -38075.92
Episode 107 : -38987.65
Episode 108 : -49272.86
Episode 109 : -59141.04
Episode 110 : -47713.56
Episode 111 : -54246.62
Episode 112 : -43280.71
Episode 113 : -50817.45
Episode 114 : -48341.35
Episode 115 : -40202.89
Episode 116 : -42375.95
Episode 117 : -45460.74
Episode 118 : -61065.46
Episode 119 : -42162.65
Episode 120 : -34657.73
Episode 121 : -45022.12
Episode 122 : -35346.94
Episode 123 : -39884.89
Episode 124 : -36985.57
Episode 125 : -52640.95
Episode 126 : -41320.35
Episode 127 : -39271.91
Episode 128 : -46648.19
Episode 129 : -38886.67
Episode 130 : -44199.31
Episode 131 : -32470.27
Episode 132 : -35456.68
Episode 133 : -37067.68
Episode 134 : -32637.89
Episode 135 : -31923.26
Episode 136 : -30765.04
Episode 137 : -4715.23
Episode 138 : -38891.01
Episode 139 : -55733.66
Episode 140 : -41203.40
Episode 141 : -34791.47
Episode 142 : -37355.09
Episode 143 : -61062.80
Episode 144 : -38091.57
Episode 145 : -34338.73
Episode 146 : -29293.12
Episode 147 : -33418.64
Episode 148 : -34239.31
Episode 149 : -34678.60
