第 7 次循环
Episode 0 : -443304.20
Episode 1 : -455472.56
Episode 2 : -47889.59
Episode 3 : -577555.30
Episode 4 : -81556.77
Episode 5 : -81058.80
Episode 6 : -72524.30
Episode 7 : -67492.23
Episode 8 : -61843.52
Episode 9 : -60067.53
Episode 10 : -60103.48
Episode 11 : -52583.98
Episode 12 : -50416.76
Episode 13 : -46790.42
Episode 14 : -44896.37
Episode 15 : -43477.56
Episode 16 : -43273.10
Episode 17 : -35347.20
Episode 18 : -39748.21
Episode 19 : -38995.73
Episode 20 : -41172.61
Episode 21 : -41529.33
Episode 22 : -39062.63
Episode 23 : -36255.60
Episode 24 : -58730.12
Episode 25 : -37596.25
Episode 26 : -39824.97
Episode 27 : -40372.73
Episode 28 : -37044.01
Episode 29 : -32465.97
Episode 30 : -49119.63
Episode 31 : -34617.63
Episode 32 : -34055.68
Episode 33 : -13946.08
Episode 34 : -32587.28
Episode 35 : -35135.30
Episode 36 : -31886.60
Episode 37 : -34621.00
Episode 38 : -34064.21
Episode 39 : -31078.02
Episode 40 : -31498.92
Episode 41 : -34589.68
Episode 42 : -34169.87
Episode 43 : -17770.04
Episode 44 : -34568.71
Episode 45 : -33053.81
Episode 46 : -40305.58
Episode 47 : -31111.26
Episode 48 : -28522.56
Episode 49 : -31907.72
Episode 50 : -30648.12
Episode 51 : -29069.76
Episode 52 : -28370.64
Episode 53 : -33665.10
Episode 54 : -31651.77
Episode 55 : -29478.85
Episode 56 : -29221.84
Episode 57 : -32442.66
Episode 58 : -27603.68
Episode 59 : -27132.38
Episode 60 : -30596.68
Episode 61 : -29378.82
Episode 62 : -30115.78
Episode 63 : -30461.58
Episode 64 : -28132.40
Episode 65 : -29981.19
Episode 66 : -1206.97
Episode 67 : -30666.25
Episode 68 : -31835.57
Episode 69 : -27442.07
Episode 70 : -29838.05
Episode 71 : -31525.60
Episode 72 : -31891.26
Episode 73 : -29819.14
Episode 74 : -32360.47
Episode 75 : -28194.50
Episode 76 : -28089.96
Episode 77 : -30989.00
Episode 78 : -28374.06
Episode 79 : -46215.39
Episode 80 : -32737.66
Episode 81 : -30122.26
Episode 82 : -6153.33
Episode 83 : -28336.33
Episode 84 : -32808.13
Episode 85 : -54676.98
Episode 86 : -31051.97
Episode 87 : -27262.43
Episode 88 : -34138.80
Episode 89 : -28367.97
Episode 90 : -32078.70
Episode 91 : -32915.91
Episode 92 : -35717.15
Episode 93 : -31100.53
Episode 94 : -34220.15
Episode 95 : -26170.95
Episode 96 : -33830.48
Episode 97 : -25465.18
Episode 98 : -3687.52
Episode 99 : -30318.59
Episode 100 : -33358.50
Episode 101 : -33100.14
Episode 102 : -29205.39
Episode 103 : -27349.06
Episode 104 : -29226.94
Episode 105 : -34350.22
Episode 106 : -34892.06
Episode 107 : -27710.53
Episode 108 : -33903.12
Episode 109 : -28501.33
Episode 110 : -28329.39
Episode 111 : -30474.44
Episode 112 : -30415.57
Episode 113 : -34609.04
Episode 114 : -31782.04
Episode 115 : -33322.60
Episode 116 : -30629.47
Episode 117 : -36629.83
Episode 118 : -36589.72
Episode 119 : -23079.48
Episode 120 : -33364.46
Episode 121 : -30650.00
Episode 122 : -27197.16
Episode 123 : -30820.04
Episode 124 : -29472.78
Episode 125 : -26341.02
Episode 126 : -40892.49
Episode 127 : -28310.75
Episode 128 : -28895.94
Episode 129 : -27076.92
Episode 130 : -29934.14
Episode 131 : -30954.65
Episode 132 : -30359.61
Episode 133 : -26589.18
Episode 134 : -29665.35
Episode 135 : -16199.27
Episode 136 : -31397.16
Episode 137 : -33077.67
Episode 138 : -33705.35
Episode 139 : -30459.75
Episode 140 : -28010.49
Episode 141 : -31833.64
Episode 142 : -30507.90
Episode 143 : -29224.46
Episode 144 : -30771.36
Episode 145 : -30033.17
Episode 146 : -28400.32
Episode 147 : -30314.82
Episode 148 : -56539.72
Episode 149 : -37652.74
Episode 150 : -31888.12
Episode 151 : -42469.41
Episode 152 : -28211.78
Episode 153 : -31348.34
Episode 154 : -26369.13
Episode 155 : -27617.72
Episode 156 : -26433.58
Episode 157 : -49749.06
Episode 158 : -32244.04
Episode 159 : -34824.98
Episode 160 : -30790.49
Episode 161 : -29896.16
Episode 162 : -30028.63
Episode 163 : -30450.09
Episode 164 : -18471.99
Episode 165 : -28789.28
Episode 166 : -30896.02
Episode 167 : -30257.25
Episode 168 : -29191.42
Episode 169 : -29647.74
Episode 170 : -58481.05
Episode 171 : -30092.39
Episode 172 : -20700.50
Episode 173 : -31777.74
Episode 174 : -32708.35
Episode 175 : -32554.54
Episode 176 : -34095.70
Episode 177 : -12692.51
Episode 178 : -28242.97
Episode 179 : -26080.29
Episode 180 : -29572.63
Episode 181 : -30048.04
Episode 182 : -28639.13
Episode 183 : -29022.90
Episode 184 : -29405.03
Episode 185 : -28152.84
Episode 186 : -27428.16
Episode 187 : -26315.75
Episode 188 : -23461.65
Episode 189 : -29505.18
Episode 190 : -30759.98
Episode 191 : -28319.32
Episode 192 : -29374.96
Episode 193 : -34532.34
Episode 194 : -32325.66
Episode 195 : -29919.23
Episode 196 : -33467.42
Episode 197 : -32784.88
Episode 198 : -31318.18
Episode 199 : -33023.57

第一阶段时间为：0.0007351000003836816
200回合，每个回合1000步的情况下
第二阶段时间为：1325.4806472
总时间为：1325.4813823000004

训练集各项指标：
评价指标MAE的值为：41.512296939845136
评价指标RMSE的值为：130.7210960722512
评价指标CV的值为：0.32007747522039487
评价指标R^2的值：1.1329663261562537
====================================================================
测试集各项指标：
评价指标MAE的值为：28.36374423334507
评价指标RMSE的值为：44.66580358214808
评价指标CV的值为：0.1211056879311118
评价指标R^2的值：1.0229669185478882
