第 3 次循环
Episode 0 : -373822.30
Episode 1 : -358907.73
Episode 2 : -1037361.08
Episode 3 : -85649.14
Episode 4 : -76206.28
Episode 5 : -66750.58
Episode 6 : -61268.63
Episode 7 : -54076.56
Episode 8 : -52509.33
Episode 9 : -49944.24
Episode 10 : -52715.31
Episode 11 : -54863.42
Episode 12 : -55927.20
Episode 13 : -56299.48
Episode 14 : -16143.09
Episode 15 : -54315.19
Episode 16 : -55195.43
Episode 17 : -62368.18
Episode 18 : -53723.64
Episode 19 : -54816.37
Episode 20 : -62228.72
Episode 21 : -56233.24
Episode 22 : -55487.75
Episode 23 : -61449.19
Episode 24 : -62789.42
Episode 25 : -13988.85
Episode 26 : -47141.66
Episode 27 : -50641.68
Episode 28 : -56136.27
Episode 29 : -56214.54
Episode 30 : -53032.33
Episode 31 : -48453.63
Episode 32 : -48621.83
Episode 33 : -42301.03
Episode 34 : -38956.60
Episode 35 : -54427.01
Episode 36 : -38708.72
Episode 37 : -36845.62
Episode 38 : -26743.47
Episode 39 : -38391.44
Episode 40 : -35866.69
Episode 41 : -34417.65
Episode 42 : -31845.42
Episode 43 : -30983.29
Episode 44 : -30458.59
Episode 45 : -44601.43
Episode 46 : -29558.18
Episode 47 : -36725.10
Episode 48 : -33715.08
Episode 49 : -32539.96
Episode 50 : -29880.68
Episode 51 : -32954.45
Episode 52 : -31042.07
Episode 53 : -48035.09
Episode 54 : -33319.09
Episode 55 : -56347.02
Episode 56 : -33785.21
Episode 57 : -22769.32
Episode 58 : -32809.18
Episode 59 : -35212.08
Episode 60 : -29723.56
Episode 61 : -34624.07
Episode 62 : -36631.97
Episode 63 : -30159.50
Episode 64 : -29888.20
Episode 65 : -38059.44
Episode 66 : -37559.42
Episode 67 : -34118.03
Episode 68 : -34324.60
Episode 69 : -30670.77
Episode 70 : -29276.00
Episode 71 : -30853.33
Episode 72 : -31173.27
Episode 73 : -31410.75
Episode 74 : -29875.29
Episode 75 : -29950.56
Episode 76 : -52274.37
Episode 77 : -1261.03
Episode 78 : -32228.71
Episode 79 : -32627.40
Episode 80 : -26783.11
Episode 81 : -32430.01
Episode 82 : -32213.03
Episode 83 : -34031.61
Episode 84 : -32854.60
Episode 85 : -31069.09
Episode 86 : -33186.70
Episode 87 : -29995.11
Episode 88 : -38473.51
Episode 89 : -27239.18
Episode 90 : -45255.94
Episode 91 : -28307.03
Episode 92 : -32554.76
Episode 93 : -30569.07
Episode 94 : -31760.79
Episode 95 : -22096.86
Episode 96 : -32917.17
Episode 97 : -30974.26
Episode 98 : -35346.99
Episode 99 : -32730.61
Episode 100 : -32867.97
Episode 101 : -33685.37
Episode 102 : -30640.05
Episode 103 : -32648.45
Episode 104 : -5944.10
Episode 105 : -29357.33
Episode 106 : -30741.83
Episode 107 : -30196.70
Episode 108 : -33069.21
Episode 109 : -29933.28
Episode 110 : -33014.24
Episode 111 : -31467.31
Episode 112 : -31621.16
Episode 113 : -32570.71
Episode 114 : -33253.65
Episode 115 : -50773.94
Episode 116 : -33113.40
Episode 117 : -31734.55
Episode 118 : -28826.57
Episode 119 : -24025.02
Episode 120 : -22597.15
Episode 121 : -31611.54
Episode 122 : -31253.87
Episode 123 : -28905.81
Episode 124 : -30796.50
Episode 125 : -29304.26
Episode 126 : -30195.87
Episode 127 : -31784.08
Episode 128 : -28472.53
Episode 129 : -33937.29
Episode 130 : -32293.08
Episode 131 : -33285.22
Episode 132 : -34055.52
Episode 133 : -29405.07
Episode 134 : -28714.35
Episode 135 : -31890.25
Episode 136 : -28661.27
Episode 137 : -33263.71
Episode 138 : -34010.76
Episode 139 : -11126.54
Episode 140 : -31199.86
Episode 141 : -9710.85
Episode 142 : -25408.40
Episode 143 : -32180.15
Episode 144 : -39224.51
Episode 145 : -32755.01
Episode 146 : -28556.23
Episode 147 : -32976.71
Episode 148 : -32456.85
Episode 149 : -24673.14
Episode 150 : -32307.68
Episode 151 : -35505.53
Episode 152 : -32911.54
Episode 153 : -30251.21
Episode 154 : -31662.81
Episode 155 : -35867.35
Episode 156 : -36165.59
Episode 157 : -40861.89
Episode 158 : -36269.17
Episode 159 : -48158.44
Episode 160 : -37976.47
Episode 161 : -27298.82
Episode 162 : -34643.85
Episode 163 : -36140.61
Episode 164 : -36135.77
Episode 165 : -32652.03
Episode 166 : -42408.58
Episode 167 : -36396.48
Episode 168 : -31319.39
Episode 169 : -33609.56
Episode 170 : -36282.44
Episode 171 : -36742.14
Episode 172 : -34346.82
Episode 173 : -37160.92
Episode 174 : -32719.97
Episode 175 : -35710.45
Episode 176 : -34519.96
Episode 177 : -33651.06
Episode 178 : -37582.96
Episode 179 : -33159.81
Episode 180 : -35748.80
Episode 181 : -33305.10
Episode 182 : -36098.81
Episode 183 : -31370.41
Episode 184 : -31761.87
Episode 185 : -4468.50
Episode 186 : -33398.05
Episode 187 : -33554.90
Episode 188 : -29601.98
Episode 189 : -35198.92
Episode 190 : -58507.98
Episode 191 : -37703.02
Episode 192 : -48944.27
Episode 193 : -37395.91
Episode 194 : -43466.36
Episode 195 : -23593.68
Episode 196 : -35058.24
Episode 197 : -35544.88
Episode 198 : -27773.16
Episode 199 : -53052.91

第一阶段时间为：0.002846700000191049
200回合，每个回合1000步的情况下
第二阶段时间为：1329.8692104000002
总时间为：1329.8720571000003

训练集各项指标：
评价指标MAE的值为：46.162230777016006
评价指标RMSE的值为：193.88716108189257
评价指标CV的值为：0.47647063786871596
评价指标R^2的值：1.368404215121749
====================================================================
测试集各项指标：
评价指标MAE的值为：39.65146214719679
评价指标RMSE的值为：66.20309424125597
评价指标CV的值为：0.1795013327479901
评价指标R^2的值：0.9140010799631779
